Id,PostHistoryTypeId,PostId,RevisionGUID,CreationDate,UserId,UserDisplayName,Comment,CloseReasonTypes,Text,is_functional_issue_1,is_functional_issue_2,arbitration
98310022,4,32235554,399dcd01-55bd-4b56-ae42-cc9361a30e00,2015-08-27T01:37:30.663,781366,,added 45 characters in body,,"How to prevent error ""Id: Name: Each property name in a type must be unique. Property name 'Id' is already defined.""",0,0,0
51454112,1,19974577,8b06e7c3-fe50-4f77-bdc2-c0e5f0a49785,2013-11-14T09:58:57.120,400284,,,,AngularJS Directive: Return custom attribute with resolved expression,1,0,0
51463531,4,19974577,d56c3cb0-3121-4794-885a-80b177e6c6c7,2013-11-14T12:08:42.723,400284,,added 127 characters in body; edited title,,AngularJS Directive: Mimic ng-src behavior?,1,0,0
53055755,4,19974577,6031d4dd-d5d4-4aea-b36c-682aac1d6965,2013-12-06T12:25:38.040,400284,,added 423 characters in body,,AngularJS Directive: ng-src behavior on non-standard attributes?,1,0,0
53066216,4,19974577,46dd84be-4243-4c31-a62c-a87098b5eafb,2013-12-06T14:55:42.023,400284,,edited title,,AngularJS: ng-src behavior on non-standard attributes?,1,0,0
88068614,1,29625061,a90bb2fc-7da2-48b5-a894-83e549072250,2015-04-14T10:31:02.393,4775957,,,,Force close window when Asyntack execute,1,1,1
88071525,4,29625061,27a1113b-cace-466a-99d4-8a1dd98de3c8,2015-04-14T11:10:29.013,3692327,,spell mistakes in 'async task'.,,Force close window in Async task execute,1,1,1
109768332,1,35126745,09d1038a-6d45-43f5-894b-6819c73579fd,2016-02-01T09:17:30.750,5866932,,,,bash : merge text files ordered by numerical filenames,1,1,1
179461830,4,35126745,d8b9f511-e25a-4bcf-a1af-5bf6f972b809,2018-08-10T01:07:42.073,608639,,Tags in title (https://meta.stackexchange.com/q/19190/173448).,,erge text files ordered by numerical filenames in Bash,1,1,1
85694531,1,29014885,400c71b0-6862-48f6-9270-b045b1bfba03,2015-03-12T16:13:24.243,4654924,,,,insert some jquery code in existing javscript function,1,1,1
108903300,4,29014885,6d14040e-20df-4ded-8f39-3f1aec86805e,2016-01-20T17:45:49.473,5530155,,"grammar, spelling, title",,insert some jquery code in existing javascript function,1,1,1
5680948,1,2764263,dc98b31f-a3f2-4c23-82a7-532a31c0b804,2010-05-04T09:51:20.527,332194,,,,Pear MDB2 class and raiserror exceptions in MSSQL,0,0,0
5681738,4,2764263,2d46bf22-a320-47c5-9410-8ef4ed449455,2010-05-04T10:52:10.113,13302,,added 5 characters in body; edited tags; edited title,,Pear MDB2 class and raiserror exceptions in SQL Server,0,0,0
64962661,1,23617139,d00e983f-f210-4093-8419-67616e1e56c7,2014-05-12T19:20:29.780,2741318,,,,how to take an array element within same array in php,1,1,1
65282260,4,23617139,17a819dd-7cb9-418d-978a-d8e767b88f58,2014-05-16T17:33:16.857,2741318,,better explained content,,how to call an array value within the same array in php,1,1,1
65340222,4,23617139,3f21372f-c05b-4784-8228-efa780cfd547,2014-05-17T18:24:18.500,2741318,,improved title,,PHP - How to call an array value within the same array,1,1,1
66173678,4,23617139,ce571314-1971-4cf9-aefb-daba6b701a45,2014-05-29T10:26:09.617,2741318,,improved title,,PHP - Accessing array element within the same array,1,1,1
20427138,1,9027107,dccf6d47-cb88-43bc-a0ec-84cab758d16a,2012-01-26T23:36:43.787,382307,,,,Can't make it work custom validations in MVC3,0,0,0
20430476,4,9027107,395ce3eb-a299-43fe-8126-1de8e946c1df,2012-01-27T02:51:08.510,237808,,added 5 characters in body; edited title,,Can't make custom validations in MVC3 work,0,0,0
143754034,1,43564232,01df73f5-60e0-44f5-be47-76e1d0cf55c2,2017-04-22T20:26:48.253,7907086,,,,How to add product description to woocommerce new order email,1,1,1
143762534,4,43564232,4085c2de-5bdb-465d-bb86-e8589920831b,2017-04-23T01:19:43.287,3730754,,added 19 characters in body; edited tags; edited title,,Add the product description to WooCommerce New Order email notification,1,1,1
188701216,4,43564232,52af60b2-022a-47cb-b4ab-587096d1dede,2018-12-31T09:29:39.270,3730754,,edited title,,Add the product description to WooCommerce email notifications,1,1,1
131514952,1,40589682,fd7be7be-f6a4-4eba-8201-a683467d14b1,2016-11-14T13:17:04.187,7155437,,,,tile/grid layout in jquery mobile as mobile app home screen,0,0,0
131544755,4,40589682,c2acf5c7-38db-4a6e-abce-45769fdae48a,2016-11-14T20:07:01.543,4370109,,deleted 3 characters in body; edited title,,Tile/grid layout in jquery mobile as mobile app home screen,0,0,0
9478057,1,4489881,87c387dd-f579-4a08-9bb1-e21b972dbb09,2010-12-20T13:06:44.157,259900,,,,Static Web Assets over CDN Number of Hosting Aliases,0,0,0
9480004,4,4489881,0499ced5-d3b2-45a7-88cc-22fadb0bd55b,2010-12-20T14:56:42.190,259900,,edited title,,Static Web Assets over CDN and Ideal Number of Hosting Aliases,0,0,0
9487537,4,4489881,6f49960c-708f-417a-a4dc-c500fffcdc0e,2010-12-20T21:41:44.307,259900,,added 378 characters in body; edited title,,Static Web Assets over CDN and Optimal Number of Hosting Aliases,0,0,0
150299227,1,44780488,3de83efd-5c1e-4f62-bd11-f9579cde94a5,2017-06-27T12:36:47.527,7113828,,,,Python 3.6: Highest Negative Value,0,0,0
150301245,4,44780488,884c61d9-ab6b-4449-9787-8e18b95c4e9c,2017-06-27T13:02:14.897,2244081,,cleaning title and tag,,Highest Negative Value,0,0,0
141948620,1,43125188,a6451681-ae98-4032-861a-792dbf2f914b,2017-03-30T17:59:17.640,7793742,,,,I am unable to input items from daabase into JComboBox,0,0,0
141949555,4,43125188,2a18d9bd-3c33-4024-84a3-f16582759663,2017-03-30T18:14:12.690,418556,,deleted 8 characters in body; edited tags; edited title,,I am unable to input items from database into JComboBox,0,0,0
187258409,1,53645286,4bc2b778-ad80-4eae-b99e-79a6222150bb,2018-12-06T05:43:38.033,7481915,,,,Start express server on existing port but different path?,1,1,1
187513959,4,53645286,ddc81331-33bf-40b6-9103-eb82ddc7df30,2018-12-10T10:17:52.570,7481915,,edited title,,Manage WebSocket connection on express server restart,1,1,1
118691374,1,37381467,d889a05d-7c30-40a4-9aa5-8c3b06c8bb31,2016-05-23T01:36:23.503,6364130,,,,PostgreSQL - Crosstab Func & Distinct On Query,0,1,1
118693272,4,37381467,d4d2f382-8462-433c-ae47-33f912c125a8,2016-05-23T02:46:49.897,939860,,"tags, trim noise, fix column names, terminology, better title, format",,Combine crosstab function with DISTINCT ON,0,1,1
170513071,1,49652826,b8323c09-bdd9-4752-8730-ec3ca72d4bdc,2018-04-04T13:52:07.633,9596894,,,,Using reactive forms of angular 5 for a project.,1,1,1
170516102,4,49652826,6f9018b5-a3a4-4a41-83a4-7e0dd1bea696,2018-04-04T14:26:15.760,9596894,,edited tags; edited title,,How to call different function on selecting different option from drop down in angular 5,1,1,1
168397134,1,49149552,7bde5b73-2e8f-4f11-94b8-be334517c264,2018-03-07T10:26:11.197,9455932,,,,Leaflet: How can i force a close spider after selecting a new group of markers?,1,1,1
168455829,4,49149552,62d736b9-971e-41eb-b077-d1158f18232b,2018-03-08T00:59:46.480,5108796,,"Improve title, format, grammar, code syntax highlighting, tags",,How to force a close spider after adding a new group of markers?,1,1,1
185726569,1,53280640,59d58d51-4b79-46e9-9c29-9ea235b5304c,2018-11-13T12:02:52.213,10645992,,,,Reading a CSV that sometimes contain multiple spaces,1,1,1
185727880,4,53280640,b4f174f8-01b7-45e4-96bc-7a98beb1506d,2018-11-13T12:24:35.597,2145789,,fix minor typos,,Reading a CSV that sometimes contain multiple whitespaces,1,1,1
33555967,1,14005176,5c05fe7a-c4ad-4241-91a0-b5e34f7c2f06,2012-12-22T17:57:00.433,1785389,,,,Eclipse not recognising Nexus 4,0,0,0
33557660,4,14005176,c2818f2e-b30d-430c-9983-de96d7b7d264,2012-12-22T19:14:00.220,502792,,Edited tags,,ADB not recognising Nexus 4,0,0,0
37344241,4,14005176,3f66513a-ad8e-43c8-8028-2ae2fca77012,2013-03-12T19:16:27.177,935627,,improved the title,,ADB not recognising Nexus 4 under Windows 7,0,0,0
141790043,1,43084169,ac519076-9c2e-415f-aace-2c72dac719ac,2017-03-29T04:10:08.660,7783517,,,,I need to cycle through a list in sql server,1,1,1
141791714,4,43084169,e9028a09-6b0f-4062-8eea-728cd288a0df,2017-03-29T04:50:54.850,13302,,added 70 characters in body; edited title,,I need to cycle through a list in SQL Server,1,1,1
156889111,1,46392197,9f0206b1-1663-4bb3-b642-fc92db796875,2017-09-24T16:20:27.240,7739792,,,,How to use scipy-leastsq fit comples function?,1,1,1
157188821,4,46392197,e1580117-9ab7-4122-adb9-5849bd3b4dc4,2017-09-28T10:28:03.787,832621,,edited title,,How to use scipy-leastsq fit complex function?,1,1,1
35179759,1,14586745,aa3fef9f-5851-486d-b0ac-f1890865a42b,2013-01-29T15:46:17.253,1986946,,,,Eror on MySql Stored Procedure,0,0,0
35181301,4,14586745,77031b85-5abd-4dd6-95c3-ba6c26ea82da,2013-01-29T16:18:03.430,185544,,added 12 characters in body; edited title,,"Stored Procedure error ""argument 1 for routine ... is not a variable or NEW pseudo-variable in BEFORE trigger""",0,0,0
171618817,1,49915571,1b8825a5-e84f-4440-8a85-fdbcdafe62f3,2018-04-19T07:51:09.207,3089829,,,,Selenium Drop down menu,1,1,1
171619691,4,49915571,c01d28e0-e7ef-45a1-b379-90312db45286,2018-04-19T08:02:26.530,7429447,,"Corrected question heading, indented code, added tag #selenium, #webdriver, #mousehover, #drop-down-menu",,How to click on a Dropdown menu through Selenium,1,1,1
33016115,1,13811889,9b856680-86ee-44b8-b42c-fe13c7b0628e,2012-12-11T00:50:28.930,1811267,,,,can not find lcypto in ubuntu,0,0,0
33016382,4,13811889,eea1cea1-f50f-480e-b7c3-8021fb6336dc,2012-12-11T01:01:19.893,15168,,Fix trivial typos,,Cannot find libcrypto in Ubuntu,0,0,0
68410619,1,24508053,5e820d42-6faf-4ece-8c95-57f9449c6e56,2014-07-01T10:31:55.707,3783175,,,,difference b/w ng-model and data-ng-model,0,0,0
180520725,4,24508053,b16a974c-3491-4843-9d0c-25987aa93c9f,2018-08-26T22:00:22.047,5939058,,added more detailed description in the question so that the community may understand it well,,Difference between ng-model and data-ng-model,0,0,0
45265781,1,18197795,dcc56f58-3090-4618-8a00-72fa2c0b05b0,2013-08-12T22:36:26.650,1270384,,,,Webservice using SQLDataReader Insert or Update,0,0,0
45328750,4,18197795,34510abc-85f9-4148-93b4-4bda5397831f,2013-08-13T23:44:55.693,1270384,,Retitle,,Insert-Update Error from SQLDataReader in Webservice,0,0,0
125108696,1,38998111,c3a3e116-373f-47e0-b5a0-03130c4e4e4a,2016-08-17T13:30:51.467,1848929,,,,How to select two specific tag class wih Xpath,1,1,1
125111677,4,38998111,027031c7-57af-4cd7-8d94-49b5e96d86c6,2016-08-17T14:03:58.803,1848929,,edited title,,How to select two specific tag classes wih Xpath,1,1,1
125112330,4,38998111,775b9942-ac86-4d8b-8951-9eed018c41aa,2016-08-17T14:10:41.320,1848929,,edited title,,How to select two specific tag classes wih Xpath and remove all,1,1,1
125129256,4,38998111,dc7606c7-a3da-4111-8bb7-d5b65da52593,2016-08-17T17:55:08.723,290085,,edited tags,,How to select two specific tag classes with XPath and remove all?,1,1,1
70733639,1,25117748,6dea30d6-5c81-4e8e-9be7-6a238f95883b,2014-08-04T11:35:43.383,3584167,,,,Export ZPL file on ZebraDesigner 2.7,1,1,1
70748983,4,25117748,4c6c7f64-0b5c-44c2-b6d1-a3a35c5d648c,2014-08-04T15:05:32.700,3584167,,edited title,,Export ZPL file on ZebraDesigner 2.2.3,1,1,1
96898989,1,31879791,5f77ebb6-0673-492b-ab6b-ef08743ad947,2015-08-07T14:11:23.360,1560076,,,,"Java: Implementing <key, value> STORE RPC in Kademlia Protocol",1,1,1
96919050,4,31879791,f72eaff2-e3cb-4092-861c-38c43335785b,2015-08-07T19:14:14.643,,user177800,NEVER tagin the title,,"Implementing <key, value> STORE RPC in Kademlia Protocol",1,1,1
3488870,1,1745175,1cda192e-6466-4f8a-8758-746f9d00065b,2009-11-16T22:11:13.003,128983,,,,How can I layout a TextView and a SeekBar on the same line,1,1,1
3491558,4,1745175,96148ad5-4200-44cf-b656-3dbf7e90a512,2009-11-17T03:42:12.610,128983,,added 33 characters in body; edited title,,"How can I layout 2 TextViews (1 on left, 1 on right) and a SeekBar on the same line",1,1,1
39066790,1,15989701,9ccca164-ea47-42de-9316-ea1a64623d08,2013-04-13T15:52:38.520,1504616,,,,logm function in scipy,0,0,0
39067119,4,15989701,1fdc5b95-6bda-4405-ad3b-1bec1f21ff01,2013-04-13T16:04:38.880,1730674,,better title,,logm function of hermitian matrix returns non-hermitian matrix,0,0,0
158930215,1,46887128,dfcc0ce6-bf6b-4839-be88-556eb6855146,2017-10-23T10:26:15.540,8818622,,,,"c++: system(""bash_command"") produces a BASH error - but the command works directly from BASH",0,0,0
158930384,4,46887128,8387fd3e-ae29-47eb-9a8b-fa48266e77cd,2017-10-23T10:27:51.853,8818622,,edited title,,"c++: system(""bash_command"") produces a BASH error - but command works directly from BASH",0,0,0
158952643,4,46887128,1d97c107-6f14-4165-a3eb-65ad6017c41a,2017-10-23T15:05:32.187,63550,,Active reading. [ <http://en.wikipedia.org/wiki/C%2B%2B> <http://en.wikipedia.org/wiki/Linux>].,,"C++: system(""bash_command"") produces a BASH error - but command works directly from BASH",0,0,0
159428082,4,46887128,88ed461d-d899-4ebe-ac93-b42c77da94ad,2017-10-30T01:44:37.417,6862601,,edited title,,"system(""command"") produces an error; but it works when invoked directly from Bash prompt",0,0,0
161145220,1,47422033,a6e461e4-fc16-4e60-9e83-e438b248835e,2017-11-21T20:23:24.720,8981940,,,,How I check if value is already exist in database when I insert values using C#,1,1,1
161145332,4,47422033,526cdf0d-b2ff-40a4-8ca0-6895328526d7,2017-11-21T20:25:28.873,155584,,Improved title,,How do I check if value already exists in the database when I insert values using C#,1,1,1
72369681,1,25544444,ef94e81e-0de9-4094-9a81-ba8411478b2c,2014-08-28T08:41:59.270,,user3477392,,,Copy a table between different servers,1,1,1
102913939,4,25544444,58ad23e6-834b-4aa9-8136-83e82f0f3c40,2015-10-29T07:45:50.577,,user3477392,edited title,,Error received while Copying a table between different servers,1,1,1
66112430,1,23914680,5f4e7c2e-fa73-447c-93e9-ffd2ab934ac4,2014-05-28T14:39:01.977,1811773,,,,Get Related data PHP [REST API] ( parse.com ),1,1,1
66113055,4,23914680,539ce263-b7b4-4f01-b0ee-74eea84c6f90,2014-05-28T14:46:30.550,616559,,remove tags from title,,Get Related data,1,1,1
66113405,4,23914680,de96976f-4c70-4a70-a9c6-a27bd98531a5,2014-05-28T14:50:27.450,528405,,added 79 characters in body; edited title,,Retrieving Data related to a top-level object from parse.com using PHP,1,1,1
66185071,4,23914680,eadd0733-c1ec-4f08-9678-0a772ba23524,2014-05-29T13:11:02.397,528405,,added 84 characters in body,,How to I retrieve data from a Relation in a top-level object retrieved from parse.com using PHP,1,1,1
89155690,1,29903406,3c47657c-aa89-49fb-af62-3d8798fba6ce,2015-04-27T18:33:05.770,3716117,,,,Why can't I return tis vector of vectors?,0,0,0
89156044,4,29903406,e0e2f1eb-127e-403b-81f8-0874785b8466,2015-04-27T18:38:14.883,3960852,,Basic fomatting,,Why can't I return this vector of vectors?,0,0,0
47325946,1,18815378,6b59a84d-7e9c-4f0a-be0b-bb451e3c231c,2013-09-15T17:34:55.167,2775966,,,,iostram.h error when compiling a C code,0,0,0
47326061,4,18815378,44ec9e2d-c86e-4967-a12b-3c3064e56f00,2013-09-15T17:37:51.053,1973259,,corrected spelling and improved formatting,,iostream.h error when compiling a C code,0,0,0
78000638,1,27016169,ca2e96fe-4e63-41d1-ba3d-86d09c48e4e4,2014-11-19T11:51:32.250,2934340,,,,Get latitude and longitude for Android App,1,1,1
78002754,4,27016169,f4a5b20e-0c08-49a4-a489-4c4569ed3ac3,2014-11-19T12:22:52.510,2934340,,added 49 characters in body; edited title,,Get latitude and longitude for Android App (getLastKnownLocation is null),1,1,1
116408081,1,36804874,69d957e7-0945-4a69-98ca-1f15fa05e924,2016-04-22T23:40:04.380,6242624,,,,Horizontal drag slide help! <html <jquery,1,1,1
116408514,4,36804874,d4c06dd9-0246-4e6f-9adf-77bf13dd889a,2016-04-22T23:55:36.337,6242624,,edited title,,Horizontal drag slide help! <html <jquery <ANSWERED>,1,1,1
35571124,1,14729793,6c8354ba-bf65-41d4-9da7-653a111fd8c3,2013-02-06T13:04:09.337,1595468,,,,Configure eclipse to use my own framework.jar,1,1,1
35790520,4,14729793,ffd38c7d-771f-4ebd-8a28-648ecf8cbcb6,2013-02-11T09:36:35.480,1108213,,"Added tag, question title changed",,Configure eclipse to use my own Android SDK (framework.jar),1,1,1
184490818,1,52985309,4a17acea-064f-49d2-8ba1-2eec0b0e7e9d,2018-10-25T08:58:00.437,5889887,,,,handle alerts in selenium,1,1,1
184494050,4,52985309,66f0e3b3-532b-4c20-94c1-35048a871846,2018-10-25T09:38:44.360,4281779,,edited title,,Handle alerts in selenium,1,1,1
23845012,1,10378564,b415fb19-504e-48a5-9060-74207e6d3076,2012-04-30T04:38:20.943,1010171,,,,App crashes on Database Creation attmept,0,0,0
23859929,4,10378564,21de2dd6-6e21-4566-9eea-b92549891be3,2012-04-30T13:06:20.733,179386,,edited title,,App crashes on Database Creation attempt,0,0,0
144948519,1,43863720,46cfec31-7fac-46cf-bacf-e0aac61fd83f,2017-05-09T07:27:44.983,7713112,,,,Beautifulsoup parsing tags under specific tag,1,1,1
144951082,4,43863720,f48f2f5d-9b97-47c9-a472-3cfc9352c35b,2017-05-09T08:03:55.843,7713112,,edited title,,Beautifulsoup parsing data under specific tag,1,1,1
164163730,1,48136581,1448d4ab-3ee1-4f26-8d25-7e2a03fc7660,2018-01-07T11:18:48.187,9144340,,,,working of compareTo() method of Comparable interface,0,0,0
164168110,4,48136581,5a89484a-ee36-448c-b8ed-49b434914d00,2018-01-07T13:31:19.787,2311559,,"Did some reformatting of the code blocks, reworded the questions and turned the questions into a working numbered list.",,Working with compareTo() method of Comparable interface,0,0,0
160267689,1,47212186,9eebc4f5-81f3-4d82-9af2-1120061316f3,2017-11-09T21:51:37.313,8316241,,,,Android camera CAMERA_MSG_ENV_DETECT 101058054,0,0,0
160267950,4,47212186,c01eb3ee-f7a5-48e7-b0dd-d53107430d27,2017-11-09T21:56:03.423,2649012,,edited title,,CAMERA_MSG_ENV_DETECT 101058054,0,0,0
170553002,1,49662657,32b97696-5211-4086-b486-fc202d412abd,2018-04-05T01:07:57.800,9599717,,,,QGIS Neighbor Code Incorrect,0,0,0
170554837,4,49662657,93f21da0-4176-4bcf-8200-e6382d456b04,2018-04-05T02:11:39.030,9599717,,added 182 characters in body; edited title,,QGIS Neighbor Code Incorrect? Find Neighboring Districts?,0,0,0
44894305,1,18076085,7cd10617-17d5-4607-a440-bafba62db42e,2013-08-06T09:14:31.860,2447558,,,,jqueyr length function not working correclty in checkbox field,0,0,0
44894789,4,18076085,8a9b8b00-f2fd-4bd6-94c8-78753d77da0f,2013-08-06T09:22:13.030,2353403,,Edited title and grammer,,JQuery length function not working correclty in checkbox field,0,0,0
53178311,4,18076085,d4b53191-cb9f-4abe-b7d7-19ab9e140acf,2013-12-08T16:54:01.473,759866,,deleted 4 characters in body; edited title,,jQuery length function not working correclty in checkbox field,0,0,0
123748276,1,38656918,19c942ae-3972-4980-901c-a055f6ebba9e,2016-07-29T10:48:01.257,1246832,,,,Why does the variable root not working as expected JS?,0,0,0
123749996,4,38656918,407cfb80-1b46-4ae1-a71d-ce8ede19b901,2016-07-29T11:10:47.767,607407,,edited body; edited title,,Why does the variable root not work as expected JS?,0,0,0
123834404,4,38656918,f259e9d9-217b-435a-8a2f-0ebf6b6977c5,2016-07-30T17:10:35.163,1246832,,Specify the title,,How to use controller-scoped version of this to refer to the current controller in JS?,0,0,0
47800939,1,18948556,271d4b10-b2d1-4853-8d4d-129857347ba6,2013-09-22T20:43:17.373,1246802,,,,HOw to remove statusbar in iOS 7,1,1,1
49368811,4,18948556,b515e41c-603b-4dc4-b9cb-9a7b54d15b36,2013-10-15T18:36:30.253,1246802,,edited title,,How to remove statusbar in iOS 7,1,1,1
187449265,1,53688377,3ac63ba9-a737-46b4-9159-2c8ff72df872,2018-12-09T00:34:24.747,10251613,,,,Rcode - Error recognising variable in dataset after attaching it,0,0,0
187461660,4,53688377,4c33a3e9-4081-4291-9dfe-7f4e966d334d,2018-12-09T10:05:06.163,8583393,,edited tags; edited title,,Error recognising variable in dataset after attaching it,0,0,0
95527914,1,31527126,0b68a76f-915e-48a0-b36a-3f81afa44b3a,2015-07-20T22:03:44.583,4064244,,,,Spring Security expired-url doesn't work.,0,0,0
95558911,4,31527126,fb89d8cc-d648-43e9-8064-568e030750e7,2015-07-21T09:28:16.473,4064244,,added 1803 characters in body; edited title,,Spring Security expired-url doesn't work,0,0,0
14893372,1,6807771,a5ad1de7-c6a3-4b51-b123-6f21d47263bb,2011-07-24T15:37:21.267,726706,,,,java toStirng for any object,0,0,0
14893740,4,6807771,19ad73b5-cbb4-4add-8194-fda2bae277db,2011-07-24T16:00:09.427,341106,,better formatting,,java toString for any object,0,0,0
106104954,1,34207603,6209b190-f37a-46ae-b4cc-d61aa74b610e,2015-12-10T17:01:08.470,5552256,,,,Selecting datetime from SQL server?,1,1,1
106116168,4,34207603,67544846-294f-4a30-bf47-42ebcec95c62,2015-12-10T19:54:23.893,13302,,edited tags,,Selecting datetime from SQL Server?,1,1,1
66371903,1,23982854,4e5f4de8-b5a1-4ff6-856e-8db210cc17b5,2014-06-01T18:07:32.450,1960364,,,,"Laravel Models, MVC Pattern",0,0,0
66464147,4,23982854,a00ddf7b-4326-4f33-982f-f664bfe50bcc,2014-06-03T04:11:51.887,727208,,edited body; edited tags; edited title,,Can two Eloquent ORM instances manipulate same DB table,0,0,0
66464664,4,23982854,3faa645a-62c6-4e76-bee2-5205b015436c,2014-06-03T04:28:28.343,1445460,,Bad edit. The question was not asking what the new title suggested.,,"Laravel Models, MVC Pattern",0,0,0
109838331,1,35144722,fb9fd258-5b13-49b2-9548-d024feb6d473,2016-02-02T03:50:56.903,2155179,,,,Nonsaved Data in Pyton,0,0,0
109840348,4,35144722,3c9cebc5-796f-4350-8ea8-224d4738eda7,2016-02-02T04:45:07.087,1677912,,Added relevant tag; tidied title; spelling; noise reduction.,,How to view data saved with Panda's Dataframe,1,1,1
109862517,4,35144722,a0cc142a-c460-4474-bff4-c6ab3336d9f9,2016-02-02T10:36:34.037,2320823,,"PEP8, removed fluff from question, fixed grammar",,How to view data saved with a Pandas Dataframe,1,1,1
126947879,1,39458264,38349f15-ca0a-4b6d-9190-7287f4ad3674,2016-09-12T20:24:11.747,2394019,,,,Git ignore contents of a file,1,1,1
126948256,4,39458264,8fa20236-27fe-4175-802e-c892e7e42721,2016-09-12T20:31:15.770,2394019,,edited title,,How do I make Git ignore the contents of a file?,1,1,1
124116427,1,38748751,24c4c8f3-2a3b-41c4-ad5a-5ad0964c0ca4,2016-08-03T16:11:38.497,3853679,,,,Asp.net webforms onclick not firing on qa enviroments,0,0,0
143247736,4,38748751,4d2654d5-980f-4c32-b4fe-48028002891f,2017-04-16T12:40:39.587,1033581,,spelling in title,,Asp.net webforms onclick not firing on qa environments,0,0,0
44132100,1,17800619,15111aeb-3093-4ba2-b720-4dee0a3ea539,2013-07-23T02:41:28.057,2705719,,,,How to get a string and convert it to double?,1,1,1
44132289,4,17800619,c9fac7d7-4f5b-44cb-891f-7abe70ce8c5a,2013-07-23T02:50:47.830,2249962,,Rephrased the question to the topic.,,How to convert a text into doubel in Android,1,1,1
44132292,4,17800619,25cd0115-6168-4a6f-b101-e015b0afb8e8,2013-07-23T02:50:47.830,657487,,"Rephrased the question to the topic, corrected code formatting",,How to convert a text into double in Android,1,1,1
156022210,1,46186055,f825c129-274f-44ea-beda-1f8cee3c72c6,2017-09-12T22:11:43.717,918135,,,,Capturing stdout in SML using dup2,1,1,1
156022611,4,46186055,3c583243-1ca2-41c6-8394-6844a9366c4e,2017-09-12T22:21:28.270,918135,,Title clarification,,Capturing stdout of a command in SML,1,1,1
16229543,1,7360412,529bfe4d-ccef-4e5c-b93f-bd0e1858da23,2011-09-09T10:39:27.747,472897,,,,How do I uninstall ruby libraries from my cygwin installation,1,1,1
16270901,4,7360412,d54ddda0-dc67-4e03-8e52-a932621e0fc5,2011-09-11T08:21:04.943,18804,,edited title,,How do I uninstall ruby from my cygwin installation,1,1,1
123475861,1,38586217,e5a8006e-0604-4b26-b46c-7c4b4254211f,2016-07-26T09:36:19.493,6578921,,,,Yii2 Form : Get selected year drodown from the date of DB,1,1,1
123476528,4,38586217,bfb6600b-5ede-4985-bca4-c4e1d63a98e1,2016-07-26T09:43:46.473,4478755,,Fixed typo in title,,Yii2 Form : Get selected year dropdown from the date of DB,1,1,1
125611202,4,38586217,e486cd02-6eef-4208-aa01-1dbe3613e3c9,2016-08-24T12:51:51.237,6578921,,edited title,,Yii2 : Get selected dropdown value,1,1,1
124829169,1,38929192,f311c650-e9ea-474a-b6a0-0ff447f269a0,2016-08-13T04:28:11.630,4951571,,,,Label doesn't expand,0,0,0
124832899,4,38929192,6bb24a0f-284e-4ca6-9228-aad5a3623305,2016-08-13T07:05:12.687,4951571,,Edited title,,Label doesn't dynamically expand,0,0,0
137948976,1,42128333,fa765713-39a5-48f3-a3d2-d09077b4eef4,2017-02-09T04:35:38.560,7356716,,,,navigation drawer baseactivity get crashed,0,0,0
137949258,4,42128333,9cfef402-26c6-489a-b959-ff2eaaded5c0,2017-02-09T04:39:50.317,7356716,,deleted 223 characters in body,,App crashes when opening another activity in Navigation Drawer in android,0,0,0
137986419,4,42128333,81a3fc19-b2f9-4577-aa3b-3d883dc844e5,2017-02-09T13:22:20.473,7356716,,deleted 8506 characters in body; edited title,,zoomed to the locations particular area,0,0,0
138055269,4,42128333,8f3bee5b-4a6d-4c74-9fb1-4a9eaf97ad4f,2017-02-10T09:06:16.800,7356716,,deleted 8598 characters in body; edited title,,import this library in my project android,0,0,0
169310615,1,49365767,bcd56124-ca66-4326-8df3-847f17b5e6ed,2018-03-19T14:48:58.000,8356936,,,,Cannot find â€˜RevoScaleRâ€?CC BY-SA 3.0,0,0,0
169311880,4,49365767,4cdda2de-85db-4c5f-b70d-1858480d1cfe,2018-03-19T15:02:27.143,8356936,,edited title,,Cannot find â€˜RevoScaleRâ€?in Microsoft R Client,0,0,0
11323822,1,5302510,1c55e7cf-a3e9-4afb-9118-039ea6a52296,2011-03-14T18:05:13.243,146272,,,,Is there a way to invert an Arel query?,1,1,1
17783651,4,5302510,be15cb37-357d-49d6-a0da-1dcb6bb6343a,2011-11-03T09:30:52.080,146272,,"changed ""Arel"" in title to ""ActiveRecord::Relation""",,Is there a way to invert an ActiveRecord::Relation query?,1,1,1
37546485,1,15443985,a3e96e57-330a-4163-a1a9-e245a9f351ab,2013-03-16T00:02:27.330,909974,,,,File.GetFiles or File.EnumeratFiles locks the files?,0,0,0
37546651,4,15443985,e8a9ad60-9898-46c5-b0a6-a47885526b0d,2013-03-16T00:12:33.600,1715579,,deleted 18 characters in body; edited title,,File.GetFiles or File.EnumerateFiles locks the files?,0,0,0
76840106,1,26711994,21351939-943c-435c-9de4-410b925954e3,2014-11-03T10:13:53.443,1350598,,,,Setting association to foreign key to inherited object using graphdiff and entity framework,1,1,1
144604870,4,26711994,80c11f1b-381d-45b9-b2c5-0cc742975aba,2017-05-04T09:33:55.560,13302,,added 1 character in body; edited title,,Setting association to foreign key to inherited object using graphdiff and Entity Framework,1,1,1
42591936,1,17259310,3e6e530f-9c20-438e-ae6d-1a55c38e4905,2013-06-23T09:20:59.180,2512005,,,,Java: Constructor not setting up array,0,0,0
