Id,PostHistoryTypeId,PostId,RevisionGUID,CreationDate,UserId,UserDisplayName,Comment,CloseReasonTypes,Text,Edit Action,Edit Object,Edit Constraint,Others
29445717,4,8444337,b35cee05-c95f-4d09-8a25-7b25a2fb739e,2012-09-20T11:30:43.470,569101,,edited title,,How do you extend an entity in Symfony2 like you used to be able to in Symfony 1?,0,0,1,0
139714728,1,42567674,0d7bf314-b2e9-4bbe-ae56-bb6f9a618318,2017-03-02T23:04:27.407,1743585,,,,Interaction between components Angular2,0,0,0,0
139739818,4,42567674,9d6c3221-66e7-464b-a971-d866b2afc1d7,2017-03-03T08:29:03.990,1153681,,edited title,,Share data between components using a service in Angular2,1,1,1,0
20416866,1,9022993,78e7fdc3-cba3-4f0f-a3da-74ca2cb7d57c,2012-01-26T18:06:10.497,1135916,,,,converting all document types(MS DOCs+TIFFs+JPGs) stored on filenet CE to pdf,0,0,0,0
20440369,4,9022993,facc4399-7c20-48d1-9349-2f1b4a3121ef,2012-01-27T11:00:53.623,876298,,formatting,,Converting all document types(MS DOCs+TIFFs+JPGs) stored on Filenet CE to pdf,1,0,1,0
102978908,1,33425581,3db2319e-75c0-4228-b761-ed51b12b7c40,2015-10-29T22:16:05.880,754174,,,,How do I jsdoc'ument a function argument subkey for Eclipse IDE content assist?,0,0,0,0
102979206,4,33425581,570ffbf0-7479-4a84-a6d5-3d7a70dd39a5,2015-10-29T22:22:55.183,754174,,added 28 characters in body; edited title,,How do I jsdoc'ument a function parameter with properties in Eclipse IDE content assist?,0,1,1,0
56354619,1,21320122,9ce8798f-45cb-4d04-9c17-d5f62332c49c,2014-01-23T21:52:52.890,2665667,,,,Notify when a file descriptor is ready to read using callbacks?,0,0,0,0
56355314,4,21320122,3f2a42ca-a9ce-419a-8f5a-d417de8d4e96,2014-01-23T22:04:58.327,2665667,,edited tags; edited title,,Notify when a file descriptor is ready to read using callbacks? C++,0,0,1,0
56355395,4,21320122,6ce76c7b-5b5a-4028-8abd-751f42959067,2014-01-23T22:06:16.540,1968,,Tags donâ€™t belong in the title,,Notify when a file descriptor is ready to read using callbacks?,0,0,1,0
90726328,1,30303173,3af1a53b-16f4-49f7-b21b-2e8a4baa0326,2015-05-18T12:25:29.020,,user4446735,,,How to set auto height of p:orderList,0,0,0,0
90727501,4,30303173,2140bf77-3667-4308-b31f-96a0905f0e04,2015-05-18T12:40:14.077,1391249,,edited tags,,How to set auto height of p:orderList?,0,0,0,1
90727824,4,30303173,374eb652-5d30-4274-bcc1-531989db45ac,2015-05-18T12:44:35.827,,user4446735,added 323 characters in body; edited title,,Primefaces css overrides cusmom css,0,0,0,0
90734242,4,30303173,b4783112-a15e-420d-b179-822de58a91b7,2015-05-18T13:58:36.330,3611632,,corrected typo in title,,Primefaces css overrides custom css,0,1,0,0
120838807,1,37922456,5545f004-e7b5-41af-bbb0-24f653cd7603,2016-06-20T12:19:59.137,5488819,,,,how add new post meta before saving product woocommerce,0,0,0,0
120839014,4,37922456,eb5a0d95-ef80-4a84-8207-f8fbe7b194f5,2016-06-20T12:22:28.273,904874,,improved formatting,,WordPress : how add new post meta before saving product woocommerce,0,0,1,0
62014069,1,22840862,6c7053bc-7b6a-475f-a27e-9b42c3d18f2d,2014-04-03T14:32:42.567,1350476,,,,Changing the order of Folders and Leaf nodes in ExtJs 4.0 tree panel,0,0,0,0
67132292,4,22840862,225ebf7d-6d4e-468a-bcaf-3cb60db14dcc,2014-06-12T09:53:21.727,1350476,,edited title,,Changing the order of Folders and Leaf nodes in ExtJs 4.0 TreePanel,0,0,1,0
104456851,1,33795056,438ad06a-e836-437d-8709-9d941c10e0f1,2015-11-19T04:03:16.387,5579415,,,,Batch file to move PDF files based on file name,0,0,0,0
104462622,4,33795056,598e7fa0-a8fe-4514-9e90-09479c75ec87,2015-11-19T06:13:57.167,3074564,,"Improved formatting, text and title, removed tag ""pdf"".",,How to move PDF files based on file name to folders with appropriate name?,0,0,1,1
117058547,1,36968046,7d51323d-9a4b-4b2c-9f8d-e00acac21d44,2016-05-01T14:56:53.227,5645211,,,,Deleting the head of a circular linked list results in having random integers inside it's items,0,0,0,0
117060020,4,36968046,fce7835f-6fd9-4a68-ab44-632c2feba02d,2016-05-01T15:30:52.240,5645211,,added 74 characters in body; edited title,,(Solved.) Deleting the head of a circular linked list results in having random integers inside it's items,0,0,0,1
117060113,4,36968046,674851ce-1489-4e80-b290-9e45e981ed7b,2016-05-01T15:32:40.333,2666289,,Removed (Solved.) from title.,,Deleting the head of a circular linked list results in having random integers inside it's items,0,0,0,1
70175664,1,24971629,ac290174-c0b9-4038-9f62-2396f93f3cf2,2014-07-26T13:42:59.430,3879823,,,,how to determin with php that INSERT IGNORE is passed?,0,0,0,0
70175991,4,24971629,b72a37c9-e16f-4cbc-8d10-533936908375,2014-07-26T13:53:09.890,1616832,,mainly fixed format,,how to determine with php that INSERT IGNORE is passed?,1,0,0,0
50216125,1,19625561,f731511a-7d2f-4ddf-b2ce-e1a4aae7aebf,2013-10-28T00:44:10.623,154345,,,,How to package up a Pytnon 3 script with modules,0,0,0,0
50216160,4,19625561,88cbd711-e6e5-444b-9ceb-0d6a9285ed55,2013-10-28T00:45:03.533,2797476,,Fix title,,How to package up a Python 3 script with modules,0,1,0,0
185895675,1,53322136,88ec8d54-cabf-492a-ba01-d64368db5c56,2018-11-15T14:54:16.350,10658230,,,,current vs time using keithley 2400 in labview scpi. How do I get maximum readings per second (code included),0,0,0,0
185921195,4,53322136,eaed2095-cb51-4738-867a-751fc4943f56,2018-11-15T21:48:17.733,6917446,,"Corrected spelling, changed titile",,Achieve maximum sample rate for Keithley 2400 in LabVIEW,1,1,1,1
80176780,1,27582152,8c565b5a-fba4-4c49-8e50-285782fc5881,2014-12-20T16:30:35.840,3077281,,,,Show UIView with xib on textFieldDidBeginEditing in swift,0,0,0,0
135089910,4,27582152,66d2bfc4-9abc-4ad3-aacb-cf5a770c0265,2017-01-03T04:16:59.200,,user3956566,Removed tags from title; spelling; grammar; layout.,,Show UIView with xib on textFieldDidBeginEditing,0,0,1,0
86575625,1,29240883,f88c9903-5e23-455e-b19c-0cada9775406,2015-03-24T19:07:41.770,698991,,,,Specific conversion of Convert List of KeyValuePair into IDictionary â€œC#â€?CC BY-SA 3.0,0,0,0,0
86586084,4,29240883,68f7e88c-c4f1-40a4-a971-2151ddec7e65,2015-03-24T21:53:46.413,1394631,,more in context with the question,,How to convert a list of dictionaries into IDictionary â€œC#â€?CC BY-SA 3.0,0,1,0,1
134956228,1,41406811,2040fefc-ec00-423c-98f1-d46253400ab3,2016-12-31T08:44:25.277,6614992,,,,how to find set of distinct strings from a given string after cyclic shits?,0,0,0,0
134956279,4,41406811,1bfcdb51-182c-424d-85e6-4d94b312edcd,2016-12-31T08:45:47.873,416574,,Code formatting,,how to find set of distinct strings from a given string after cyclic shifts?,0,0,1,0
111237704,1,35500920,ec4fa12d-641b-40a0-bd8b-5c302c25f1fb,2016-02-19T08:46:15.813,5850548,,,,Stored procedure in SQL server 2012,0,0,0,0
111246963,4,35500920,31bade9d-d673-4029-818e-b29f86a6e475,2016-02-19T10:42:43.523,13302,,added 81 characters in body; edited title,,Stored procedure in SQL Server 2012,0,0,1,0
26525081,1,11406038,6728b4f6-9826-48ae-aa58-8c9a71236609,2012-07-10T03:03:40.043,1420934,,,,How to make the width of a flow automatically by using Shoes?,0,0,0,0
26525180,4,11406038,4a6cbdbf-b79e-4737-aa18-61929f5b4efa,2012-07-10T03:10:14.797,1420934,,with Shoes(the Ruby GUI Toolkit),,How to make the width of a flow automatically with Shoes?,0,0,1,0
100884492,1,32893737,84a5ee7d-5ff4-46ce-880a-e715931f6829,2015-10-01T17:48:13.840,3653867,,,,Snapkit using auto layout in UITableviewCell,0,0,0,0
100886021,4,32893737,75da1b9c-cffb-455b-883d-11a474a15f7d,2015-10-01T18:11:15.930,3653867,,edited title,,using auto layout in UITableviewCell,0,0,1,0
100886877,4,32893737,0888644e-8120-4d7c-b951-ac0343960dd4,2015-10-01T18:25:33.197,1442926,,spelling/grammar errors,,Using auto layout in UITableviewCell,0,0,1,0
116497087,1,36825217,e3c79bf6-1c0c-4881-92e2-fd37ad8db92c,2016-04-24T15:32:45.167,6205579,,,,How to convert top-down to bottom-up DP algoritm?,0,0,0,0
153321695,4,36825217,5a6b399e-e5f5-4458-a33a-f68a51216dbd,2017-08-06T05:45:18.497,1033581,,spelling in title,,How to convert top-down to bottom-up DP algorithm?,0,0,1,0
68287253,1,24475792,af70fe5d-b40e-4074-992b-be90722208df,2014-06-29T11:47:42.173,1523811,,,,How to use pull from top gesture in swift,0,0,0,0
68290227,4,24475792,6caba946-3282-4f77-8adc-510892434a17,2014-06-29T13:30:38.090,1523811,,edited title,,How to use pull to refresh in swift,0,0,1,0
121580904,4,24475792,6655cb2a-545e-471c-bd35-3ddd1588aafd,2016-06-29T21:15:29.230,252032,,"Added the scope of the question, as the answers given no longer apply to Swift 3",,How to use pull to refresh in swift 2,0,0,1,0
143592033,4,24475792,1ec1f070-75a0-41a6-bc5b-f60cf0ef5ec2,2017-04-20T16:58:21.523,5501940,,edited tags; edited title,,How to use pull to refresh in Swift?,0,0,1,0
174427216,1,50582020,8aadd08c-2dbf-44d1-a15a-88b2bf477eb0,2018-05-29T10:24:38.887,5564626,,,,gstreamer flacenc How to add duration imformation to flac files?,0,0,0,0
176493848,4,50582020,341d338f-1955-42ee-b7ca-1fcdac03e46e,2018-06-28T06:34:56.820,1033581,,spelling in title,,gstreamer flacenc How to add duration information to flac files?,0,1,0,0
149349907,1,44545635,5b6c53c1-5bf9-47f2-9d19-389ad7aca25d,2017-06-14T13:03:26.450,1766444,,,,How to deploy Docker Image on own server?,0,0,0,0
149353118,4,44545635,fe922d70-5e26-4ec9-9f64-f1956038aa21,2017-06-14T13:36:39.277,1766444,,edited title,,How to auto deploy Docker Image on own server with GitLab?,1,0,1,0
151019457,1,44960858,c751f7f8-2f56-4490-a282-1068e23a4055,2017-07-07T00:45:12.580,3708224,,,,load selectedIndexItem in new collectionViewCell (imageCache),0,0,0,0
151020234,4,44960858,0711aa04-499b-438b-a1af-539435fd532f,2017-07-07T01:10:23.233,3708224,,edited title,,load selectedIndexItem in new collectionViewCell (invalidate imageCache),0,0,1,0
46496251,1,18583638,52e3ae67-60bc-4c91-906e-b2a675636927,2013-09-03T03:28:54.880,1626220,,,,How to make a beautiful Tableview like Facebook ios app or tumblr app ?,0,0,0,0
46497764,4,18583638,10b0749d-6404-4591-bd12-116410d4b873,2013-09-03T04:24:11.497,1626220,,added 136 characters in body; edited title,,How to make a beautiful Tableview like Facebook ios app or tumblr app?,0,0,0,1
170914497,1,49747190,bb60392a-3d44-4992-a274-398d563473cf,2018-04-10T06:52:32.247,5088532,,,,Trying to Convert Odoo Image Binary data into Image File,0,0,0,0
170917542,4,49747190,f1ced3c3-8591-4298-8b9c-364cea3f3efa,2018-04-10T07:38:31.853,5088532,,edited question title,,Store odoo images into filesystem,1,1,1,0
61837914,1,22792820,7ef57336-6827-46c0-b8df-0810a5836215,2014-04-01T17:31:14.093,3389187,,,,php syntax. adding an object to an string,0,0,0,0
113320308,4,22792820,3dac47d3-b17d-410a-866f-a6674b9013f1,2016-03-16T00:44:22.840,1402846,,Improved title. Improved punctuation. Improved capitalization. Capitalized pronoun 'I' (http://english.stackexchange.com/q/7986/39234). Removed warm regards (http://meta.stackexchange.com/q/2950/204869). Removed signature (http://stackoverflow.com/help/be,,Add object to string in PHP,1,0,0,1
138682125,1,42311558,cd3e9a06-647d-4035-9a36-e15cf4b9ad7e,2017-02-18T05:46:23.077,5621867,,,,Google Apps Script: partial replace in docs what matches only and preserve formatting,0,0,0,0
190096650,4,42311558,be7eb96c-7525-4131-a83e-b380150b7be0,2019-01-23T02:26:49.863,1595451,,removed tag from title; edited tags,,Partial replace in docs what matches only and preserve formatting,0,0,1,0
74033506,1,25978352,fc6f4642-18fc-485b-b25e-456038d6ac78,2014-09-22T15:59:18.270,2522993,,,,XSLT to remove parent based on child value,0,0,0,0
74033607,4,25978352,bdd42f63-f695-4eca-915b-f6f5ae6b5699,2014-09-22T16:01:02.220,608639,,Tags in title (http://meta.stackexchange.com/q/19190/173448),,Remove parent based on child value?,0,0,1,0
2057932,1,1057377,5d44e15b-f05d-4875-a458-1deffbfc3fac,2009-06-29T09:22:40.797,123590,,,,Ambiant light detection - iPhone,0,0,0,0
2058126,4,1057377,4d3bfda1-b062-438a-891c-58620fefceed,2009-06-29T09:50:39.227,44389,,spelling,,Ambient light detection - iPhone,0,1,0,0
44188621,1,17821560,ec2455f5-d0ca-468a-ae67-0837bfdc9832,2013-07-23T21:41:15.190,809301,,,,Loop through all children of a div - JS only,0,0,0,0
44235349,4,17821560,b4b7dcff-15b1-4f11-aa10-2d0f6a5e50f9,2013-07-24T15:35:13.867,809301,,added 3 characters in body; edited title,,Loop through all descendants of a div - JS only,0,1,0,0
98667483,1,32329212,0d61784c-8bbf-46f0-97f2-4df96427697d,2015-09-01T10:24:10.790,1147987,,,,How to setup algorithm for matching values in two arrays,0,0,0,0
98668193,4,32329212,7a817c6c-d1e6-4026-87f8-d3a5433700b9,2015-09-01T10:32:39.393,3655486,,Changed Title,,Need to write an algorithm for getting sum of values from Array 1 values for each Array 2 value,1,1,1,1
4544723,1,2244493,3df1a6a0-942c-4ed3-8853-30666abcf71f,2010-02-11T12:54:01.997,147859,,,,Set Default Datbase for an OBDC DSN Connection .Net,0,0,0,0
11252899,4,2244493,f6a0a25c-9c06-404f-873e-9fd4bdc841f8,2011-03-11T12:13:29.930,491044,,Title misspelling,,Set Default Database for an OBDC DSN Connection .Net,0,1,0,0
149813031,1,44660216,cc524cb0-91aa-4996-a105-aa50e00b7a25,2017-06-20T18:10:51.810,1508925,,,,Localize all my aplication programatically,0,0,0,0
189885006,4,44660216,3b31acf4-083b-498b-9d74-5cbac308596e,2019-01-19T14:51:53.010,1033581,,spelling in title,,Localize all my aplication programmatically,0,0,1,0
36319901,1,15004552,de958850-1fca-48d9-b419-f6c8be884108,2013-02-21T14:19:32.887,1143651,,,,"PHP How can I check if number has one , or two decimals?",0,0,0,0
36320076,4,15004552,d831f808-41c6-4bea-a3da-dc6a59854601,2013-02-21T14:22:58.710,108341,,Removed tag from title,,"How can I check if number has one , or two decimals?",0,0,1,0
62677256,1,23018080,95245e89-8f25-43b1-adb4-b0308d5f6337,2014-04-11T16:36:25.530,3524459,,,,c# - WebBrowser - Reusing,0,0,0,0
62679199,4,23018080,0c9cc47c-a567-4ae0-84ca-36fed4ea2221,2014-04-11T17:06:37.173,3524459,,edited title,,c# - WebBrowser - Reusing Control,0,1,0,0
101057941,1,32936255,486c70ec-1111-4838-b64a-75ebac0f4e3f,2015-10-04T17:28:01.067,5304700,,,,Using Pyhon loops with Jinja template,0,0,0,0
101062966,4,32936255,2d9d6bb0-b283-4e29-a8c6-24588a450b96,2015-10-04T19:32:22.457,1554386,,Typo in title,,Using Python loops with Jinja template,0,0,1,0
118039738,1,37219168,a899f550-5e50-46b6-bc99-fb613ef76f5d,2016-05-13T20:53:23.377,5817865,,,,Creating a local variable to represent a range of numbers within a xpath tr[ ]?,0,0,0,0
118207944,4,37219168,3d54859c-1250-4cf8-be43-a145085e3d67,2016-05-16T17:05:37.200,5817865,,added 1451 characters in body,,Edit:Creating a local variable to represent a range of numbers within a xpath tr[ ]?,0,0,0,1
118276132,4,37219168,7438fd62-fb8a-4e2a-b72a-7bc729cff805,2016-05-17T13:03:11.750,5817865,,deleted 1449 characters in body; edited title,,Creating a local variable to represent a range of numbers within a xpath tr[ ]?,0,0,0,1
172859897,1,50208703,1558619b-d40d-4de1-9892-ffcdb9e3c08f,2018-05-07T07:03:17.767,5305639,,,,SelectMany() left join,0,0,0,0
172868614,4,50208703,12122177-63b0-40ea-9afd-a1bd909e5e39,2018-05-07T09:19:18.697,5305639,,edited title,,Flat data with SelectMany() like left join,1,1,1,0
156226563,1,46237083,31ee09ad-6384-4c33-9b5f-5cd59fa91aff,2017-09-15T10:10:29.873,1448757,,,,How to define port dynamically in proxy.conf.json,0,0,0,0
156252977,4,46237083,cdf4954b-ebd5-4c76-ba65-f6f686d959b7,2017-09-15T16:04:39.103,1448757,,edited title,,How to define port dynamically in proxy.conf.json or proxy.conf.js,0,0,1,0
20087114,1,8891858,d81f71f2-672d-4fff-a12e-5293a12ba4cf,2012-01-17T08:53:40.413,95353,,,,create comments for views in mysql,0,0,0,0
39733284,4,8891858,114f08c7-3fbe-4358-ba5b-986977c1ead4,2013-04-26T08:56:50.283,684229,,edited title,,Create comments for views in mysql,1,0,0,0
12628180,1,5856436,069ee5ee-526a-40e5-8c29-c9803ae1beb2,2011-05-02T11:14:10.860,674530,,,,android listview remove selected item,0,0,0,0
36868047,4,5856436,987bcac4-efeb-461d-8e6d-abee7b942d95,2013-03-04T10:30:18.167,1700486,,"Improved the formatting and language of the question, reworded the title to remove the unnecessary 'android' tag and removed the 'thanks in advance' salutation",,Remove selected item from ListView,0,0,1,0
33841055,1,14103589,20784223-7d22-41c0-a063-2964dbf646f3,2012-12-31T15:56:50.657,1554201,,,,WP : Drag multiple object,0,0,0,0
33842465,4,14103589,1051dfc5-df94-4945-a49a-742b76f0d34a,2012-12-31T16:47:19.837,1554201,,edited tags; edited title,,Drag multiple objects,0,0,1,0
33883213,4,14103589,74a078fc-81eb-4162-8979-f3769fdb1c13,2013-01-02T07:56:02.930,1554201,,edited tags; edited title,,Drag And Drop multiple objects at the same time,1,0,1,0
33929846,4,14103589,331a3dda-be94-4216-8c71-d2b363acfdec,2013-01-03T08:09:14.783,1554201,,edited title,,Multi-Touch UI : Drag And Drop multiple objects at the same time,0,0,1,0
10559484,1,4971621,61d1e762-3f96-4c00-9334-7bf851fe888d,2011-02-11T16:39:06.597,2045820,,,,How can I make a custom JSON Reply (derived from a QueryReadStore) map to a dijit FilteringSelect,0,0,0,0
10575247,4,4971621,cb96286e-33f4-43e6-a07b-d70d732b3c77,2011-02-12T13:30:50.820,2045820,,edited title,,How can I make a custom JSON Reply (derived from a QueryReadStore) map to a dijit FilteringSelect?,0,0,0,1
62173990,1,22882463,0bd9044f-0e8c-43d1-970a-6d64b32c419d,2014-04-05T14:55:46.790,3424715,,,,Making a UILabel disappear.,0,0,0,0
62174113,4,22882463,82584265-4ed3-4672-af17-597692ff5dee,2014-04-05T14:57:56.527,2857130,,fixed tags,,Making a UILabel disappear,0,0,0,1
90824983,1,30328633,5c0525ce-75ef-4739-89d7-6c4b8a9a76ce,2015-05-19T14:33:18.353,4640951,,,,SQL - Select same column twice + JOIN,0,0,0,0
90825701,4,30328633,33f4d887-a59b-4a04-b9e6-60c3991837a9,2015-05-19T14:40:15.513,76337,,edited title,,Select same column twice + JOIN,0,0,1,0
154179588,1,45740126,672446f8-463f-432e-b057-9a6ca705c6df,2017-08-17T16:08:57.843,8219475,,,,Control MT4 from python,0,0,0,0
161148833,4,45740126,0d41cbed-1b4e-4e0f-a229-181354f3960e,2017-11-21T21:25:21.497,3666197,,"grammar corrected, format polished; edited tags",,How to control MT4 from python?,0,0,0,1
17870761,1,8028596,741d8dfb-ef73-44a3-b1a8-b2acc0243147,2011-11-06T16:46:31.457,91970,,,,"How do I parse all links on a page, visit them, extract the body copy then continue traversing efficiently using Nokogiri? - Ruby",0,0,0,0
17883510,4,8028596,e04394fd-265c-410e-98a2-a4036feddb5d,2011-11-07T07:28:04.433,405017,,Remove tags from title.,,"Parse all links on a page, visit them, extract the body copy then continue traversing efficiently",0,0,1,1
66166610,1,23929249,bf79e804-c4fa-4e31-84e1-38fb8b9a4c24,2014-05-29T08:45:18.973,2893182,,,,How to switch back to previous jframe from another jframe?,0,0,0,0
66171477,4,23929249,dc78275f-23e5-48cd-bf28-93e53247f9bb,2014-05-29T09:55:21.697,418556,,deleted 24 characters in body; edited tags; edited title,,How to switch back to previous JFrame from another JFrame?,0,0,1,0
59410110,1,22146815,8f52a8cb-63da-47a6-967e-350ec65b911e,2014-03-03T12:27:55.607,451007,,,,How to programmatically turn on logging in Celery,0,0,0,0
59418698,4,22146815,93c367be-62f1-4a3a-aa5c-85189bedba8a,2014-03-03T14:18:44.243,451007,,added 313 characters in body; edited title,,How to programmatically tell Celery to send all log messages to stdout or stderr?,1,1,1,0
64586186,4,23520477,e0a39748-aef8-4b6e-a36f-25c7f88588b2,2014-05-07T14:23:35.397,2383259,,,,Return list fuction python,0,0,0,0
72998163,4,23520477,a4b006a8-8fb4-4639-b44b-cb145154a1d6,2014-09-07T07:13:23.290,759866,,deleted 14 characters in body; edited title,,Return list function python,0,1,0,0
148219376,4,44260729,3fddaacd-6618-4ee4-966a-5d24f794f661,2017-05-30T11:15:07.350,2842136,,,,"Getting - ParseObjectSubclass { className: 'Agenda', _objCount: 29, id: '54EBbZrLSt' } in place of full object of class",0,0,0,0
148229785,4,44260729,f05d54e1-15a4-4dd6-88cd-d91427edda13,2017-05-30T13:20:21.040,2842136,,edited title,,Getting - ParseObjectSubclass in place of full object of class,1,0,0,0
175313444,1,50792321,5b345049-ac73-46da-983a-6c6399d898d3,2018-06-11T07:21:49.017,9900677,,,,Insert HLOOKUP formula if cell contains text VBA,0,0,0,0
175362455,4,50792321,4aca5df7-5fb7-4ccd-829c-a5b3f840c3f2,2018-06-11T18:49:50.437,8422953,,edited title,,Insert HLOOKUP formula if cell contains text,0,0,1,0
47781172,1,18943142,3c4141e4-7276-4c63-978f-e3554ff921a2,2013-09-22T11:01:24.387,2781102,,,,How do you change the process name? Perl Linux,0,0,0,0
47781845,4,18943142,6f055f3e-3c9f-45f6-8c32-64af63759949,2013-09-22T11:22:36.467,123109,,Remove tags from title,,How do I change the process name?,0,0,1,1
90733796,1,30305101,f5e9d136-815c-4242-a2c7-a0f2db7851fa,2015-05-18T13:53:54.620,4912297,,,,Rails - Create and update two models in one controller,0,0,0,0
90818137,4,30305101,971c9a26-5ede-4b76-83b3-ae037d02717b,2015-05-19T13:20:23.200,4912297,,add the solution,,Rails - Create and update two models in one controller - SOLVED,0,0,0,1
114163781,4,30305101,ab188734-b724-4241-be47-3529cab81edf,2016-03-26T12:46:32.333,-1,,Retitled. There is an accepted answer. Removed chatty text.,,Create and update two models in one controller,0,0,0,0
40921966,4,16657708,ba315b30-373a-4403-81af-acddb5bbd5a9,2013-05-20T20:25:05.903,933198,,edited tags,,How can I change node name of my JSON,0,0,0,0
40922094,4,16657708,21985bef-b17c-4bd6-abc5-6fbdcbc0773c,2013-05-20T20:28:00.680,933198,,edited title,,How can I change node name of my JSON?,0,0,1,1
40922111,4,16657708,a107f705-18ae-4b3a-8aa2-0ed9a85e1f59,2013-05-20T20:28:19.927,2403131,,edited tags,,How can I change node name of my JSON?,0,0,0,1
88068614,1,29625061,a90bb2fc-7da2-48b5-a894-83e549072250,2015-04-14T10:31:02.393,4775957,,,,Force close window when Asyntack execute,0,0,0,0
88071525,4,29625061,27a1113b-cace-466a-99d4-8a1dd98de3c8,2015-04-14T11:10:29.013,3692327,,spell mistakes in 'async task'.,,Force close window in Async task execute,0,0,1,0
109768332,1,35126745,09d1038a-6d45-43f5-894b-6819c73579fd,2016-02-01T09:17:30.750,5866932,,,,bash : merge text files ordered by numerical filenames,0,0,0,0
179461830,4,35126745,d8b9f511-e25a-4bcf-a1af-5bf6f972b809,2018-08-10T01:07:42.073,608639,,Tags in title (https://meta.stackexchange.com/q/19190/173448).,,erge text files ordered by numerical filenames in Bash,1,0,1,0
85694531,1,29014885,400c71b0-6862-48f6-9270-b045b1bfba03,2015-03-12T16:13:24.243,4654924,,,,insert some jquery code in existing javscript function,0,0,0,0
108903300,4,29014885,6d14040e-20df-4ded-8f39-3f1aec86805e,2016-01-20T17:45:49.473,5530155,,"grammar, spelling, title",,insert some jquery code in existing javascript function,0,0,1,0
64962661,1,23617139,d00e983f-f210-4093-8419-67616e1e56c7,2014-05-12T19:20:29.780,2741318,,,,how to take an array element within same array in php,0,0,0,0
65282260,4,23617139,17a819dd-7cb9-418d-978a-d8e767b88f58,2014-05-16T17:33:16.857,2741318,,better explained content,,how to call an array value within the same array in php,1,1,0,0
65340222,4,23617139,3f21372f-c05b-4784-8228-efa780cfd547,2014-05-17T18:24:18.500,2741318,,improved title,,PHP - How to call an array value within the same array,0,0,0,1
66173678,4,23617139,ce571314-1971-4cf9-aefb-daba6b701a45,2014-05-29T10:26:09.617,2741318,,improved title,,PHP - Accessing array element within the same array,1,1,0,0
143754034,1,43564232,01df73f5-60e0-44f5-be47-76e1d0cf55c2,2017-04-22T20:26:48.253,7907086,,,,How to add product description to woocommerce new order email,0,0,0,0
143762534,4,43564232,4085c2de-5bdb-465d-bb86-e8589920831b,2017-04-23T01:19:43.287,3730754,,added 19 characters in body; edited tags; edited title,,Add the product description to WooCommerce New Order email notification,0,0,1,1
188701216,4,43564232,52af60b2-022a-47cb-b4ab-587096d1dede,2018-12-31T09:29:39.270,3730754,,edited title,,Add the product description to WooCommerce email notifications,0,0,1,0
187258409,1,53645286,4bc2b778-ad80-4eae-b99e-79a6222150bb,2018-12-06T05:43:38.033,7481915,,,,Start express server on existing port but different path?,0,0,0,0
187513959,4,53645286,ddc81331-33bf-40b6-9103-eb82ddc7df30,2018-12-10T10:17:52.570,7481915,,edited title,,Manage WebSocket connection on express server restart,1,1,1,0
118691374,1,37381467,d889a05d-7c30-40a4-9aa5-8c3b06c8bb31,2016-05-23T01:36:23.503,6364130,,,,PostgreSQL - Crosstab Func & Distinct On Query,0,0,0,0
118693272,4,37381467,d4d2f382-8462-433c-ae47-33f912c125a8,2016-05-23T02:46:49.897,939860,,"tags, trim noise, fix column names, terminology, better title, format",,Combine crosstab function with DISTINCT ON,1,1,1,0
170513071,1,49652826,b8323c09-bdd9-4752-8730-ec3ca72d4bdc,2018-04-04T13:52:07.633,9596894,,,,Using reactive forms of angular 5 for a project.,0,0,0,0
170516102,4,49652826,6f9018b5-a3a4-4a41-83a4-7e0dd1bea696,2018-04-04T14:26:15.760,9596894,,edited tags; edited title,,How to call different function on selecting different option from drop down in angular 5,1,1,1,1
168397134,1,49149552,7bde5b73-2e8f-4f11-94b8-be334517c264,2018-03-07T10:26:11.197,9455932,,,,Leaflet: How can i force a close spider after selecting a new group of markers?,0,0,0,0
168455829,4,49149552,62d736b9-971e-41eb-b077-d1158f18232b,2018-03-08T00:59:46.480,5108796,,"Improve title, format, grammar, code syntax highlighting, tags",,How to force a close spider after adding a new group of markers?,0,0,1,1
185726569,1,53280640,59d58d51-4b79-46e9-9c29-9ea235b5304c,2018-11-13T12:02:52.213,10645992,,,,Reading a CSV that sometimes contain multiple spaces,0,0,0,0
185727880,4,53280640,b4f174f8-01b7-45e4-96bc-7a98beb1506d,2018-11-13T12:24:35.597,2145789,,fix minor typos,,Reading a CSV that sometimes contain multiple whitespaces,0,0,1,0
141790043,1,43084169,ac519076-9c2e-415f-aace-2c72dac719ac,2017-03-29T04:10:08.660,7783517,,,,I need to cycle through a list in sql server,0,0,0,0
141791714,4,43084169,e9028a09-6b0f-4062-8eea-728cd288a0df,2017-03-29T04:50:54.850,13302,,added 70 characters in body; edited title,,I need to cycle through a list in SQL Server,0,0,1,0
156889111,1,46392197,9f0206b1-1663-4bb3-b642-fc92db796875,2017-09-24T16:20:27.240,7739792,,,,How to use scipy-leastsq fit comples function?,0,0,0,0
157188821,4,46392197,e1580117-9ab7-4122-adb9-5849bd3b4dc4,2017-09-28T10:28:03.787,832621,,edited title,,How to use scipy-leastsq fit complex function?,0,1,0,0
171618817,1,49915571,1b8825a5-e84f-4440-8a85-fdbcdafe62f3,2018-04-19T07:51:09.207,3089829,,,,Selenium Drop down menu,0,0,0,0
